Location,Temperature,Humidity,RainToday
Launceston,14.4,57,No
Launceston,12.1,77,No
Launceston,12.4,85,No
Launceston,13.5,94,Yes
Launceston,14.1,67,Yes
Launceston,13.4,62,No
Launceston,12.3,64,No
Launceston,10.9,60,No
Launceston,11.3,55,No
Launceston,12,80,No
Launceston,14.6,89,Yes
Launceston,14.5,77,Yes
Launceston,14.2,74,Yes
Launceston,13.2,74,Yes
Launceston,12.3,50,No
Launceston,10.3,94,No
Launceston,13.5,71,Yes
Launceston,12.8,74,Yes
Launceston,13.9,69,No
Launceston,13.3,79,No
Launceston,15.1,49,No
Launceston,14.8,71,No
Launceston,13.4,52,No
Launceston,16.3,50,No
Launceston,12.8,91,No
Launceston,12.7,48,Yes
Launceston,13.5,53,Yes
Launceston,12.4,91,No
Launceston,15.4,70,Yes
Launceston,14.1,63,Yes
Launceston,13.6,78,Yes
Launceston,14.2,73,No
Launceston,11.9,87,No
Launceston,14.1,73,Yes
Launceston,15.2,68,No
Launceston,17.4,60,No
Launceston,17.7,50,No
Launceston,17.6,68,No
Launceston,16.4,91,Yes
Launceston,14.9,53,Yes
Launceston,16.5,73,No
Launceston,15.8,68,No
Launceston,16.3,51,Yes
Launceston,13.1,75,Yes
Launceston,13.5,NaN,Yes
Launceston,15,NaN,Yes
Launceston,12.1,75,Yes
Launceston,12.6,75,Yes
Launceston,13.3,53,Yes
Launceston,14.7,78,Yes
Launceston,14.9,52,Yes
Launceston,10,96,Yes
Launceston,12.8,NaN,Yes
Launceston,14.3,51,No
Launceston,14.9,44,No
Launceston,14.9,66,No
Launceston,16.2,78,Yes
Launceston,12.6,86,Yes
Launceston,12.9,71,Yes
Launceston,14.8,65,No
Launceston,11.8,75,No
Launceston,13.5,72,Yes
Launceston,15.4,47,Yes
Launceston,17.2,43,No
Launceston,15.3,69,No
Launceston,19.7,NaN,No
Launceston,16.5,53,Yes
Launceston,15.7,58,Yes
Launceston,14.4,79,No
Launceston,16.4,61,No
Launceston,13.5,94,Yes
Launceston,16,63,Yes
Launceston,16.6,73,No
Launceston,14.3,71,No
Launceston,15.6,51,Yes
Launceston,11.6,66,No
Launceston,19.4,54,Yes
Launceston,14.9,78,No
Launceston,15.6,76,Yes
Launceston,15.6,57,Yes
Launceston,16.6,54,No
Launceston,16.9,55,No
Launceston,16.4,61,No
Launceston,17.7,63,No
Launceston,17.7,43,Yes
Launceston,17.6,37,No
Launceston,16.2,36,No
Launceston,15.4,51,No
Launceston,19.2,63,No
Launceston,13.6,47,No
Launceston,14.1,31,No
Launceston,15.9,51,No
Launceston,16,41,No
Launceston,17,46,No
Launceston,16.7,51,No
Launceston,16.1,64,No
Launceston,14.2,90,Yes
Launceston,17.2,57,Yes
Launceston,17.8,70,Yes
Launceston,18.4,49,No
Launceston,17.3,53,Yes
Launceston,16.9,69,No
Launceston,19.6,49,No
Launceston,20.2,60,No
Launceston,18.7,46,No
Launceston,19.5,47,No
Launceston,22,44,No
Launceston,20.1,39,No
Launceston,17.9,32,No
Launceston,17.9,55,No
Launceston,19,57,No
Launceston,21.9,38,No
Launceston,18.3,55,No
Launceston,NaN,83,Yes
Launceston,26.4,59,Yes
Launceston,26,57,No
Launceston,21.8,62,No
Launceston,20.5,71,Yes
Launceston,17.9,53,No
Launceston,19.6,40,No
Launceston,19.8,53,No
Launceston,25.7,32,No
Launceston,28.6,33,No
Launceston,30,35,No
Launceston,27.8,45,No
Launceston,24.3,58,No
Launceston,26.8,41,No
Launceston,19.1,72,No
Launceston,27.2,44,No
Launceston,20.8,58,No
Launceston,21.4,84,No
Launceston,21.6,65,No
Launceston,22.7,59,No
Launceston,29.1,46,No
Launceston,23.7,68,No
Launceston,17,92,Yes
Launceston,18,87,Yes
Launceston,20.6,37,Yes
Launceston,18.4,73,No
Launceston,23.5,59,No
Launceston,22.8,62,No
Launceston,18,76,Yes
Launceston,20,73,Yes
Launceston,18.1,61,Yes
Launceston,17,50,No
Launceston,21.2,44,No
Launceston,20.9,55,No
Launceston,24.2,43,No
Launceston,20,43,Yes
Launceston,21.7,40,No
Launceston,21.1,61,No
Launceston,21.4,59,No
Launceston,20.9,32,No
Launceston,17.6,69,No
Launceston,17.1,80,No
Launceston,19.5,39,Yes
Launceston,22.6,41,No
Launceston,24.6,33,No
Launceston,21.5,49,No
Launceston,23.8,46,No
Launceston,28.9,37,No
Launceston,22,89,No
Launceston,17.4,79,Yes
Launceston,23.9,37,No
Launceston,19.9,58,No
Launceston,21.6,35,No
Launceston,23.6,54,No
Launceston,27.5,31,No
Launceston,21.7,90,No
Launceston,24.2,29,Yes
Launceston,22.1,46,No
Launceston,23,52,No
Launceston,24.8,53,No
Launceston,31.7,27,No
Launceston,26,52,No
Launceston,30.5,46,No
Launceston,29.7,31,No
Launceston,24.3,32,No
Launceston,24.8,34,No
Launceston,22,54,No
Launceston,22.7,54,No
Launceston,24.9,26,No
Launceston,22.6,41,No
Launceston,25.9,45,No
Launceston,30.4,33,No
Launceston,25.2,48,No
Launceston,28.7,43,No
Launceston,30.5,70,No
Launceston,26.1,28,No
Launceston,24.3,43,No
Launceston,25.5,46,No
Launceston,27.4,54,No
Launceston,22.7,45,No
Launceston,21.4,35,Yes
Launceston,24.8,25,No
Launceston,22.1,68,No
Launceston,23.6,29,No
Launceston,26.8,51,No
Launceston,25.6,22,No
Launceston,23.7,43,No
Launceston,26.2,45,No
Launceston,27.2,52,No
Launceston,24.7,37,No
Launceston,25.1,45,No
Launceston,28.1,23,No
Launceston,27.1,37,No
Launceston,31,40,No
Launceston,26.1,36,No
Launceston,30.1,56,No
Launceston,28.1,50,No
Launceston,26.6,75,No
Launceston,25.8,54,Yes
Launceston,24.8,27,No
Launceston,28.7,30,No
Launceston,32.4,34,No
Launceston,33.3,37,No
Launceston,30.9,53,No
Launceston,23.5,77,No
Launceston,24.7,52,Yes
Launceston,24.1,60,Yes
Launceston,21.9,59,No
Launceston,26.8,37,No
Launceston,25.9,46,No
Launceston,27,48,No
Launceston,26.1,37,No
Launceston,26.5,47,No
Launceston,28.2,37,No
Launceston,25.8,48,No
Launceston,18.4,81,No
Launceston,23.8,28,Yes
Launceston,25,30,No
Launceston,27.2,34,No
Launceston,27.7,47,No
Launceston,25,42,No
Launceston,23.6,28,No
Launceston,21.4,27,No
Launceston,28,33,No
Launceston,27.8,48,No
Launceston,28.5,33,No
Launceston,29.4,44,No
Launceston,26.7,69,No
Launceston,29.1,56,Yes
Launceston,24.4,70,Yes
Launceston,20.1,39,No
Launceston,21.7,40,No
Launceston,22.4,45,No
Launceston,23.3,49,No
Launceston,22.8,52,No
Launceston,24.2,48,No
Launceston,25,45,No
Launceston,28.9,38,No
Launceston,27.8,49,No
Launceston,24.8,57,No
Launceston,24.4,78,No
Launceston,22.5,52,No
Launceston,20.8,40,No
Launceston,21.8,46,Yes
Launceston,23.6,41,No
Launceston,24.6,47,No
Launceston,24.1,56,No
Launceston,25.2,56,No
Launceston,21,54,No
Launceston,25.8,53,No
Launceston,23.1,46,Yes
Launceston,22.8,41,No
Launceston,21.3,59,No
Launceston,21.5,59,No
Launceston,17.7,61,No
Launceston,19.4,44,No
Launceston,21,46,No
Launceston,22.2,41,No
Launceston,20.7,57,No
Launceston,21.1,82,No
Launceston,23.3,46,Yes
Launceston,20,64,No
Launceston,18.2,95,No
Launceston,15.2,80,Yes
Launceston,20.7,45,Yes
Launceston,21.3,47,No
Launceston,NaN,NaN,No
Launceston,22.5,42,No
Launceston,19.1,71,No
Launceston,22.9,55,No
Launceston,24.2,49,No
Launceston,25.4,43,No
Launceston,22.8,67,No
Launceston,23,52,Yes
Launceston,20.2,81,No
Launceston,18.3,93,Yes
Launceston,18.2,67,Yes
Launceston,17.8,50,Yes
Launceston,15.7,57,No
Launceston,17.5,49,Yes
Launceston,16.2,83,Yes
Launceston,18.8,41,Yes
Launceston,20,62,No
Launceston,17.8,72,No
Launceston,17.9,46,No
Launceston,17,50,No
Launceston,19.1,67,Yes
Launceston,15.7,59,Yes
Launceston,15.1,58,No
Launceston,19.4,42,Yes
Launceston,17.2,69,Yes
Launceston,18.2,83,No
Launceston,18.3,79,No
Launceston,15.2,47,Yes
Launceston,13.4,67,No
Launceston,13.8,58,No
Launceston,15.7,59,No
Launceston,16.9,49,No
Launceston,16.7,53,No
Launceston,15.5,73,No
Launceston,14.8,64,No
Launceston,17,66,No
Launceston,14.5,52,No
Launceston,12.8,53,No
Launceston,12,52,No
Launceston,12.7,55,No
Launceston,14.6,74,No
Launceston,15.3,81,No
Launceston,15.6,56,No
Launceston,13.8,65,No
Launceston,14.3,96,Yes
Launceston,17.8,66,Yes
Launceston,16.8,67,Yes
Launceston,14.7,70,No
Launceston,16.8,71,No
Launceston,16.2,69,No
Launceston,13.9,73,No
Launceston,14.8,82,No
Launceston,14.9,69,No
Launceston,12.7,55,No
Launceston,13.1,57,No
Launceston,11.8,98,No
Launceston,13.4,58,Yes
Launceston,11.9,77,No
Launceston,12.3,59,No
Launceston,13.3,50,No
Launceston,13.9,62,No
Launceston,14.4,50,No
Launceston,9.8,93,No
Launceston,13.7,77,Yes
Launceston,14.8,55,Yes
Launceston,12.8,96,No
Launceston,12.7,72,Yes
Launceston,14.8,49,No
Launceston,13.1,69,No
Launceston,13.8,69,No
Launceston,14.9,68,No
Launceston,14.9,86,No
Launceston,14,96,Yes
Launceston,12.5,51,Yes
Launceston,11,53,No
Launceston,11.4,83,No
Launceston,12,84,Yes
Launceston,12.2,82,Yes
Launceston,13,71,Yes
Launceston,7.8,85,No
Launceston,13.8,62,No
Launceston,10.1,79,No
Launceston,12.3,79,No
Launceston,12.9,80,No
Launceston,13.9,61,No
Launceston,13.2,62,No
Launceston,11,80,No
Launceston,14.7,70,No
Launceston,13,87,Yes
Launceston,14.5,90,Yes
Launceston,15.5,57,No
Launceston,13,65,Yes
Launceston,12.9,45,No
Launceston,13.8,57,No
Launceston,12.5,80,No
Launceston,10.6,96,Yes
Launceston,10.9,67,Yes
Launceston,13.8,55,No
Launceston,14,53,No
Launceston,16.8,64,No
Launceston,14.2,49,No
Launceston,13.1,68,No
Launceston,12.7,64,No
Launceston,15.8,59,No
Launceston,15.7,50,No
Launceston,14.1,64,No
Launceston,15.1,76,No
Launceston,12.9,97,No
Launceston,15.6,64,Yes
Launceston,13.2,60,Yes
Launceston,14.6,60,No
Launceston,14.2,66,No
Launceston,12.8,77,Yes
Launceston,13,59,Yes
Launceston,12,51,No
Launceston,10.4,68,No
Launceston,10.4,84,No
Launceston,15,66,Yes
Launceston,15,61,Yes
Launceston,12.4,83,Yes
Launceston,16.8,49,Yes
Launceston,13.9,62,No
Launceston,14.2,74,No
Launceston,13.5,93,Yes
Launceston,11.4,49,No
Launceston,13.7,49,No
Launceston,14.2,66,No
Launceston,13.1,70,Yes
Launceston,11.1,78,Yes
Launceston,14.1,53,No
Launceston,14.4,72,No
Launceston,14.7,64,Yes
Launceston,12.8,92,Yes
Launceston,11.5,84,Yes
Launceston,11.9,64,Yes
Launceston,13.5,47,No
Launceston,14,50,No
Launceston,15.3,48,No
Launceston,14.7,72,No
Launceston,13.6,82,No
Launceston,17.9,45,Yes
Launceston,15.3,44,No
Launceston,14.4,60,No
Launceston,13.5,98,Yes
Launceston,16.2,50,Yes
Launceston,13.3,44,No
Launceston,14.5,33,No
Launceston,12.9,56,No
Launceston,12.3,84,No
Launceston,17.2,53,Yes
Launceston,15.8,76,No
Launceston,15.6,76,Yes
Launceston,14,35,Yes
Launceston,13.8,63,No
Launceston,14.1,47,No
Launceston,13.7,38,No
Launceston,15.7,52,No
Launceston,17.2,38,No
Launceston,15.6,49,No
Launceston,19.4,62,No
Launceston,18.6,35,No
Launceston,18.2,41,No
Launceston,16.9,55,No
Launceston,14.7,79,No
Launceston,16.3,78,No
Launceston,14.9,76,No
Launceston,14.7,46,Yes
Launceston,11.5,74,Yes
Launceston,14.4,42,Yes
Launceston,13.9,62,No
Launceston,16.9,63,No
Launceston,18.4,52,No
Launceston,21.6,48,No
Launceston,20.9,65,No
Launceston,19.1,42,No
Launceston,15.7,89,No
Launceston,15.3,43,Yes
Launceston,17.3,37,No
Launceston,18.6,64,No
Launceston,19.1,47,No
Launceston,19.8,57,No
Launceston,19.7,87,No
Launceston,19.6,69,Yes
Launceston,16.4,56,No
Launceston,13.2,92,Yes
Launceston,13.2,44,Yes
Launceston,18,42,No
Launceston,18.4,51,No
Launceston,16.9,49,No
Launceston,20,47,No
Launceston,17.4,61,No
Launceston,23.3,50,No
Launceston,20.2,36,Yes
Launceston,16.9,55,No
Launceston,18.4,46,No
Launceston,19.3,62,No
Launceston,20,63,No
Launceston,18.9,51,No
Launceston,22.7,53,No
Launceston,22.2,64,No
Launceston,21.1,67,Yes
Launceston,16.2,63,Yes
Launceston,19.1,75,No
Launceston,16.9,35,No
Launceston,18.7,32,No
Launceston,19.9,44,No
Launceston,19.1,44,No
Launceston,19.6,86,No
Launceston,17.5,73,Yes
Launceston,19.8,52,No
Launceston,20.9,63,No
Launceston,20.4,51,Yes
Launceston,27.8,53,No
Launceston,21.8,59,Yes
Launceston,15.4,83,Yes
Launceston,19.4,61,No
Launceston,18.5,59,Yes
Launceston,17.2,71,No
Launceston,19.6,37,No
Launceston,18.7,48,No
Launceston,19.9,54,No
Launceston,21.2,55,No
Launceston,24.9,49,No
Launceston,27.4,45,No
Launceston,25.9,62,Yes
Launceston,19.3,96,Yes
Launceston,21.6,47,No
Launceston,23.1,89,No
Launceston,21.2,55,Yes
Launceston,22.4,42,No
Launceston,21.4,60,No
Launceston,24.3,52,No
Launceston,25,80,No
Launceston,24.6,76,No
Launceston,27.3,61,No
Launceston,20.3,57,Yes
Launceston,23.8,38,No
Launceston,21.1,72,No
Launceston,22.1,85,Yes
Launceston,22.9,66,Yes
Launceston,16.4,41,Yes
Launceston,18.4,60,Yes
Launceston,18.9,49,Yes
Launceston,18.8,72,No
Launceston,21.3,59,No
Launceston,23.1,89,No
Launceston,19.4,56,Yes
Launceston,16.1,95,No
Launceston,19.4,56,Yes
Launceston,16,84,No
Launceston,21.7,48,Yes
Launceston,18.9,41,Yes
Launceston,18.9,57,No
Launceston,21.4,31,No
Launceston,21.9,52,No
Launceston,22.1,48,No
Launceston,22.1,35,No
Launceston,18,30,No
Launceston,20.8,44,No
Launceston,23.7,60,No
Launceston,22.2,45,No
Launceston,26,48,No
Launceston,25.5,34,No
Launceston,23.4,36,No
Launceston,24,27,No
Launceston,23.9,40,No
Launceston,25.3,40,No
Launceston,25,44,No
Launceston,30.3,47,No
Launceston,29.6,50,No
Launceston,29.4,29,No
Launceston,22.6,68,No
Launceston,26.2,50,Yes
Launceston,21.5,71,Yes
Launceston,23.7,72,Yes
Launceston,22.2,97,Yes
Launceston,24.5,68,Yes
Launceston,23,59,No
Launceston,21.9,43,No
Launceston,23.9,41,No
Launceston,25.6,40,No
Launceston,24.4,51,No
Launceston,28.6,58,No
Launceston,25.8,35,No
Launceston,25.1,53,No
Launceston,23.6,36,Yes
Launceston,20.1,57,No
Launceston,22.7,55,No
Launceston,24,55,No
Launceston,23.6,36,No
Launceston,23.1,46,No
Launceston,28.2,54,No
Launceston,21.3,85,No
Launceston,30.2,56,Yes
Launceston,22.6,70,No
Launceston,26.8,53,No
Launceston,20.8,82,No
Launceston,21.4,69,No
Launceston,20.8,32,Yes
Launceston,22,61,No
Launceston,23.7,31,No
Launceston,22.7,49,No
Launceston,23.1,60,No
Launceston,24,84,Yes
Launceston,20.5,48,No
Launceston,24.6,40,No
Launceston,25.4,57,No
Launceston,25.3,54,No
Launceston,25.7,66,No
Launceston,28.1,56,No
Launceston,23.1,55,No
Launceston,21.8,85,Yes
Launceston,18.7,43,Yes
Launceston,18.6,37,Yes
Launceston,24.3,42,No
Launceston,24.4,49,No
Launceston,22.3,52,No
Launceston,22.7,55,No
Launceston,23.6,56,No
Launceston,25.8,37,No
Launceston,22.6,62,No
Launceston,18.3,29,No
Launceston,18.5,65,No
Launceston,18.2,35,No
Launceston,17,33,No
Launceston,19.3,31,No
Launceston,21.4,42,No
Launceston,25.6,52,No
Launceston,22.6,91,No
Launceston,24.4,58,Yes
Launceston,26.1,41,No
Launceston,23.6,56,No
Launceston,24,69,No
Launceston,26.4,62,No
Launceston,23,42,No
Launceston,21.1,54,No
Launceston,22.6,37,No
Launceston,22.3,34,No
Launceston,23.5,31,No
Launceston,22.4,46,No
Launceston,22.2,57,No
Launceston,26.4,57,No
Launceston,20.3,63,Yes
Launceston,22.3,80,Yes
Launceston,16.6,98,Yes
Launceston,20.1,44,Yes
Launceston,19.8,53,No
Launceston,20.8,69,No
Launceston,21,65,No
Launceston,21.2,70,No
Launceston,19.4,37,No
Launceston,17.3,48,No
Launceston,14.9,91,No
Launceston,15.6,78,Yes
Launceston,15.2,84,No
Launceston,17.4,60,No
Launceston,13.9,50,No
Launceston,14.4,58,No
Launceston,15,63,No
Launceston,15.1,47,No
Launceston,12.3,57,No
Launceston,13.4,70,No
Launceston,13.5,49,Yes
Launceston,9.6,89,Yes
Launceston,15.7,49,Yes
Launceston,13.4,43,No
Launceston,13.6,75,No
Launceston,17.9,54,No
Launceston,18.9,47,No
Launceston,14.9,79,No
Launceston,16.7,68,No
Launceston,18,78,No
Launceston,18.3,66,No
Launceston,19.2,69,No
Launceston,16.1,86,Yes
Launceston,12.2,59,Yes
Launceston,13.9,52,No
Launceston,14,55,No
Launceston,15.3,43,No
Launceston,11.8,55,No
Launceston,13.4,71,No
Launceston,13.5,69,No
Launceston,13.9,63,No
Launceston,16.7,85,No
Launceston,16.7,71,No
Launceston,15.2,80,No
Launceston,14.4,66,Yes
Launceston,13.1,85,Yes
Launceston,11,61,Yes
Launceston,10.9,57,Yes
Launceston,10.2,96,Yes
Launceston,13,68,Yes
Launceston,12.6,57,No
Launceston,15.5,58,No
Launceston,12.6,58,No
Launceston,9.2,81,No
Launceston,9.2,81,No
Launceston,8.2,86,No
Launceston,14,75,No
Launceston,14.9,68,Yes
Launceston,14.4,41,No
Launceston,12.5,92,No
Launceston,14.3,87,Yes
Launceston,11.3,65,Yes
Launceston,11.2,75,Yes
Launceston,12.9,66,No
Launceston,16.4,74,No
Launceston,15.2,82,No
Launceston,13.9,85,No
Launceston,15.9,63,No
Launceston,12.7,62,No
Launceston,13.1,79,No
Launceston,16.2,61,No
Launceston,12.7,78,No
Launceston,14.5,65,No
Launceston,12.4,96,Yes
Launceston,12.9,81,Yes
Launceston,8.7,60,Yes
Launceston,12.6,60,No
Launceston,13.6,47,No
Launceston,13.5,60,No
Launceston,13.7,50,No
Launceston,10,55,No
Launceston,13.4,45,No
Launceston,14.4,52,No
Launceston,12.5,41,No
Launceston,12.3,47,No
Launceston,12.7,54,No
Launceston,13.1,68,No
Launceston,11.7,82,No
Launceston,14.3,67,No
Launceston,13.4,55,No
Launceston,10.5,64,No
Launceston,12.3,55,No
Launceston,12.3,55,No
Launceston,10.9,50,No
Launceston,10.7,55,No
Launceston,11.2,65,No
Launceston,14,50,No
Launceston,11.4,71,No
Launceston,13,79,No
Launceston,16.9,72,No
Launceston,14,80,No
Launceston,14,84,No
Launceston,15,79,Yes
Launceston,16.5,66,Yes
Launceston,15.4,77,Yes
Launceston,13.8,94,No
Launceston,17,68,Yes
Launceston,15.1,66,No
Launceston,10.2,76,No
Launceston,12.9,91,Yes
Launceston,14.1,77,Yes
Launceston,13.6,69,No
Launceston,13,59,No
Launceston,14.1,56,No
Launceston,11.4,75,No
Launceston,12,79,No
Launceston,14,68,No
Launceston,16,75,Yes
Launceston,16.9,66,No
Launceston,15.9,88,Yes
Launceston,18.5,73,Yes
Launceston,16.8,74,No
Launceston,16.5,46,No
Launceston,16.2,68,No
Launceston,15.9,73,No
Launceston,16.8,73,Yes
Launceston,15.8,86,Yes
Launceston,14.2,63,No
Launceston,13.8,84,No
Launceston,14.1,83,Yes
Launceston,13.8,42,Yes
Launceston,14.9,69,No
Launceston,14.6,60,No
Launceston,16.7,45,No
Launceston,14.8,53,No
Launceston,18.3,56,No
Launceston,17.4,79,No
Launceston,15.7,79,No
Launceston,16.4,87,No
Launceston,14.7,39,Yes
Launceston,14.2,56,No
Launceston,13.6,38,No
Launceston,15.9,44,No
Launceston,14,37,No
Launceston,14.8,61,No
Launceston,16.1,70,No
Launceston,16,42,Yes
Launceston,16,55,No
Launceston,18.3,38,No
Launceston,16.1,70,No
Launceston,18.1,47,Yes
Launceston,20.1,66,No
Launceston,17.8,45,Yes
Launceston,17.6,70,Yes
Launceston,17.8,72,No
Launceston,15.6,40,Yes
Launceston,15.2,37,No
Launceston,14.9,55,No
Launceston,16.2,54,No
Launceston,20.4,39,No
Launceston,22.5,50,No
Launceston,16.2,89,Yes
Launceston,16.9,41,Yes
Launceston,15.7,37,No
Launceston,17.3,29,No
Launceston,18.2,39,No
Launceston,17.4,56,No
Launceston,18.6,51,No
Launceston,16.8,64,No
Launceston,18.5,44,Yes
Launceston,18.6,94,No
Launceston,16.4,39,Yes
Launceston,11.9,83,No
Launceston,16.3,42,No
Launceston,18.1,41,No
Launceston,19.2,54,No
Launceston,20.9,49,No
Launceston,16.9,62,Yes
Launceston,14.9,46,Yes
Launceston,18.1,39,No
Launceston,19.7,38,No
Launceston,23.6,39,No
Launceston,23.5,49,No
Launceston,20.2,73,No
Launceston,20,55,No
Launceston,20.7,49,No
Launceston,13.1,72,Yes
Launceston,17.8,44,Yes
Launceston,18.2,57,No
Launceston,19.1,55,No
Launceston,21.7,65,Yes
Launceston,16,80,Yes
Launceston,17.4,50,No
Launceston,18.5,56,No
Launceston,19.6,71,No
Launceston,19.5,30,No
Launceston,20.5,34,No
Launceston,22.1,47,No
Launceston,19.6,66,No
Launceston,27.7,52,No
Launceston,22.3,48,No
Launceston,20.1,80,Yes
Launceston,21.3,88,Yes
Launceston,20.5,54,Yes
Launceston,19,64,No
Launceston,20.7,40,No
Launceston,20.9,64,No
Launceston,19.9,53,Yes
Launceston,18,63,Yes
Launceston,20,52,No
Launceston,19.3,53,No
Launceston,18.2,85,No
Launceston,20.8,66,Yes
Launceston,16.2,69,No
Launceston,17.4,65,Yes
Launceston,19.9,62,No
Launceston,21.4,35,No
Launceston,22.8,52,No
Launceston,25.8,57,No
Launceston,17.8,92,Yes
Launceston,25,40,Yes
Launceston,22.4,60,No
Launceston,26.2,61,Yes
Launceston,20.2,43,Yes
Launceston,18.2,34,No
Launceston,18.4,60,No
Launceston,21.2,44,No
Launceston,18,42,No
Launceston,19.2,44,No
Launceston,20.3,58,No
Launceston,22.2,42,No
Launceston,25.3,47,No
Launceston,27.6,43,No
Launceston,23.4,64,No
Launceston,23.1,40,Yes
Launceston,21.7,51,No
Launceston,23.4,32,No
Launceston,22,41,Yes
Launceston,22.2,51,No
Launceston,23.5,48,No
Launceston,24.6,47,No
Launceston,23.6,45,No
Launceston,21.8,75,Yes
Launceston,26.8,38,Yes
Launceston,24.9,27,No
Launceston,24,50,No
Launceston,25.2,62,No
Launceston,26.6,56,No
Launceston,24,84,No
Launceston,26.6,28,No
Launceston,25.6,38,No
Launceston,25.5,40,No
Launceston,25.3,48,No
Launceston,24.9,54,No
Launceston,26.6,50,No
Launceston,27.9,55,No
Launceston,28.6,54,No
Launceston,29.4,56,No
Launceston,25.1,30,No
Launceston,23.5,31,No
Launceston,22.5,37,No
Launceston,23.7,45,No
Launceston,22.8,68,Yes
Launceston,21.8,58,No
Launceston,18.4,36,No
Launceston,20.4,32,No
Launceston,25.2,33,No
Launceston,24.8,34,No
Launceston,25.3,27,No
Launceston,23.9,47,No
Launceston,27,49,No
Launceston,28.3,44,No
Launceston,29.4,47,Yes
Launceston,25.6,52,No
Launceston,26.3,50,No
Launceston,27.8,48,No
Launceston,25.9,39,No
Launceston,26.4,41,No
Launceston,29.7,39,No
Launceston,27.7,51,No
Launceston,29.7,28,No
Launceston,25.8,46,No
Launceston,28.4,40,No
Launceston,31.2,36,No
Launceston,22.7,94,No
Launceston,19.2,35,Yes
Launceston,22.3,39,No
Launceston,24.8,32,No
Launceston,26.3,33,No
Launceston,28.3,37,No
Launceston,28.8,64,No
Launceston,19.9,53,Yes
Launceston,21.4,41,No
Launceston,22.9,34,No
Launceston,23.4,39,No
Launceston,19.7,44,No
Launceston,23.7,38,Yes
Launceston,26.1,33,No
Launceston,25.9,44,No
Launceston,25.2,50,Yes
Launceston,26.9,45,No
Launceston,29.1,44,No
Launceston,24.5,48,No
Launceston,20.8,80,Yes
Launceston,23.6,65,No
Launceston,26.1,39,No
Launceston,23.8,53,No
Launceston,23.8,60,No
Launceston,25.6,42,No
Launceston,24.4,54,No
Launceston,31.4,35,No
Launceston,29.5,50,No
Launceston,24.2,72,No
Launceston,25.6,27,No
Launceston,24.9,30,No
Launceston,23.1,33,No
Launceston,20.1,37,No
Launceston,19.6,54,No
Launceston,21.4,84,Yes
Launceston,25.8,37,Yes
Launceston,21.6,48,No
Launceston,19.8,37,No
Launceston,21.2,51,No
Launceston,24.2,57,No
Launceston,23.2,32,No
Launceston,23.1,38,No
Launceston,23.8,47,No
Launceston,25,48,No
Launceston,30,38,No
Launceston,21.8,96,No
Launceston,21.7,78,Yes
Launceston,22.6,47,No
Launceston,23.6,48,No
Launceston,23.7,51,No
Launceston,25.3,55,No
Launceston,23.7,90,No
Launceston,18.3,60,Yes
Launceston,13.9,43,Yes
Launceston,17.2,38,No
Launceston,19.6,46,No
Launceston,19.9,59,No
Launceston,22.2,46,No
Launceston,21.2,56,No
Launceston,24.5,53,No
Launceston,21.7,65,No
Launceston,23.5,58,No
Launceston,21.4,34,No
Launceston,22.2,53,No
Launceston,24.2,54,No
Launceston,21.7,66,No
Launceston,24.5,59,No
Launceston,23.2,71,No
Launceston,18.7,39,Yes
Launceston,16,72,No
Launceston,15.1,33,No
Launceston,16.5,51,No
Launceston,17.5,50,No
Launceston,19.4,58,No
Launceston,19.8,64,No
Launceston,21.7,51,No
Launceston,22.5,48,No
Launceston,19.9,56,No
Launceston,22.8,48,No
Launceston,22.2,60,No
Launceston,22.7,71,No
Launceston,23.8,69,Yes
Launceston,16.8,88,Yes
Launceston,18.4,84,No
Launceston,19.7,76,Yes
Launceston,16.6,87,Yes
Launceston,18,62,Yes
Launceston,18.7,60,No
Launceston,18.6,51,No
Launceston,17.7,72,No
Launceston,15.6,41,No
Launceston,12.8,74,No
Launceston,20.3,54,No
Launceston,13.4,86,Yes
Launceston,16.1,69,Yes
Launceston,15.3,58,No
Launceston,17.7,61,No
Launceston,17.2,57,No
Launceston,15.9,61,No
Launceston,17.1,89,Yes
Launceston,19,72,No
Launceston,17.9,53,No
Launceston,15,56,Yes
Launceston,11.9,72,No
Launceston,13.1,42,No
Launceston,15.8,58,No
Launceston,17.8,52,No
Launceston,16.9,63,No
Launceston,15.1,78,No
Launceston,16.5,74,No
Launceston,16.1,44,Yes
Launceston,14.9,65,No
Launceston,14,75,No
Launceston,15.3,80,Yes
Launceston,17.6,79,Yes
Launceston,13.1,78,Yes
Launceston,14.7,96,Yes
Launceston,16.8,42,Yes
Launceston,16.4,51,No
Launceston,16.2,63,No
Launceston,13.8,65,No
Launceston,16.9,61,No
Launceston,14.2,81,No
Launceston,15.4,62,No
Launceston,12.7,91,No
Launceston,12.7,66,Yes
Launceston,11.6,68,No
Launceston,11,57,No
Launceston,12.6,54,No
Launceston,10.7,68,No
Launceston,15.7,64,No
Launceston,16.2,45,No
Launceston,13.9,52,No
Launceston,16.6,50,No
Launceston,15.4,63,No
Launceston,16.3,76,No
Launceston,14.8,77,No
Launceston,12.3,91,Yes
Launceston,13.5,92,Yes
Launceston,16.3,56,Yes
Launceston,13.4,78,No
Launceston,12.1,44,No
Launceston,12.7,75,No
Launceston,9.1,89,Yes
Launceston,10.3,43,No
